"Int_no","Rue_1","Rue_2","Arrondissement","X","Y"
912,"Bossuet","Sherbrooke","Mercier - Hochelaga - Maisonneuve",301125.39,5048485.97
913,"Cadillac","Marseille","Mercier - Hochelaga - Maisonneuve",301538.2,5048370.1
914,"Cadillac","Sherbrooke","Mercier - Hochelaga - Maisonneuve",301156.18,5048551.01
915,"Carignan","Sherbrooke","Mercier - Hochelaga - Maisonneuve",301306.35,5048900.09
916,"Boucherville","Curatteau (pl) inter. Est","Mercier - Hochelaga - Maisonneuve",301661.71,5050478.06
917,"Boucherville","Curatteau (pl) inter. Ouest","Mercier - Hochelaga - Maisonneuve",301641.39,5050401.46
918,"Desautels","Sherbrooke","Mercier - Hochelaga - Maisonneuve",301507.34,5049383.24
919,"Dickson","Marseille","Mercier - Hochelaga - Maisonneuve",301359.24,5047996.75
920,"Dickson","Sherbrooke","Mercier - Hochelaga - Maisonneuve",300977.16,5048174.1
921,"Dickson","Turenne","Rosemont - Petite-Patrie",300577.27,5048371.73
922,"Fletcher","Sherbrooke","Mercier - Hochelaga - Maisonneuve",302725.5,5052330.36
923,"Granby","Sherbrooke","Mercier - Hochelaga - Maisonneuve",301364.36,5049037.84
924,"Groseillers","Radisson/Sherbrooke","Mercier - Hochelaga - Maisonneuve",301715.85,5049885.17
925,"Haig","Sherbrooke","Mercier - Hochelaga - Maisonneuve",301582.64,5049563.04
926,"Haig","Marseille","Mercier - Hochelaga - Maisonneuve",301890.11,5049419.6
927,"Honoré-Beaugrand","Marseille","Mercier - Hochelaga - Maisonneuve",302394.81,5050589.6
928,"Honoré-Beaugrand","Sherbrooke","Mercier - Hochelaga - Maisonneuve",302067.27,5050732.14
929,"Lacordaire","Sherbrooke","Mercier - Hochelaga - Maisonneuve",301043.82,5048314.43
930,"Langelier","Marseille","Mercier - Hochelaga - Maisonneuve",301754.31,5049098.28
931,"Langelier","Sherbrooke","Mercier - Hochelaga - Maisonneuve",301433.92,5049204.17
932,"Liébert","Sherbrooke","Mercier - Hochelaga - Maisonneuve",302179.1,5050999.72
933,"Ormeaux","Sherbrooke","Mercier - Hochelaga - Maisonneuve",302445.6,5051629.18
934,"Pierre-Bernard","Sherbrooke","Mercier - Hochelaga - Maisonneuve",302569.15,5051926.56
935,"Saint-Donat","Sherbrooke","Mercier - Hochelaga - Maisonneuve",302276.8,5051231.53
936,"Sherbrooke","Taillon","Mercier - Hochelaga - Maisonneuve",302641.33,5052108.96
937,"Sherbrooke","Place Versailles","Mercier - Hochelaga - Maisonneuve",301805.94,5050106.5
938,"Sherbrooke","Trianon","Mercier - Hochelaga - Maisonneuve",301761.82,5049997.2
939,"Assomption","Hochelaga","Mercier - Hochelaga - Maisonneuve",301700.52,5047426.92
940,"Assomption","Pierre-de-Coubertin","Mercier - Hochelaga - Maisonneuve",301442.18,5047549.95
941,"Henri-Bourassa Est","Rodolphe-Forget","Rivières-des-Prairies - Pointe-aux-Trembles",299715.36,5055150.27
942,"Cadillac","Hochelaga","Mercier - Hochelaga - Maisonneuve",302005.51,5048149.61
943,"Curatteau","Hochelaga","Mercier - Hochelaga - Maisonneuve",302798.48,5050095.46
944,"Curatteau","Tellier","Mercier - Hochelaga - Maisonneuve",303228.51,5049926.09
945,"Henri-Bourassa Est","Marco-Polo","Rivières-des-Prairies - Pointe-aux-Trembles",298235.62,5053739.14
946,"Dickson","Pierre-de-Coubertin","Mercier - Hochelaga - Maisonneuve",301571.52,5047895.47
947,"Fletcher","Hochelaga","Mercier - Hochelaga - Maisonneuve",303563.53,5052121.07
948,"Haig","Hochelaga","Mercier - Hochelaga - Maisonneuve",302423.01,5049168.6
949,"Haig","Pierre-de-Coubertin","Mercier - Hochelaga - Maisonneuve",302204.81,5049271.1
950,"Hector","Hochelaga","Mercier - Hochelaga - Maisonneuve",303626.26,5052304.52
951,"Hochelaga","Honoré-Beaugrand","Mercier - Hochelaga - Maisonneuve",302892.79,5050371.68
952,"Hochelaga","Institut Universitaire de Santé Mentale de Montréal","Mercier - Hochelaga - Maisonneuve",302737.62,5049768.5
953,"Saint-Michel","William-Tremblay","Rosemont - Petite-Patrie",299966.44,5045312.16
954,"Chemin-des-Moulins","Pierre-Dupuy int. Ouest","Ville-Marie",301344.38,5038768
955,"Hochelaga","Langelier","Mercier - Hochelaga - Maisonneuve",302298.71,5048840.79
956,"Hochelaga","Lapointe","Mercier - Hochelaga - Maisonneuve",303054.98,5050808.48
957,"Hochelaga","Lebrun","Mercier - Hochelaga - Maisonneuve",303156.31,5051052.6
958,"Hochelaga","Liébert","Mercier - Hochelaga - Maisonneuve",302989.98,5050652.49
959,"Hochelaga","Louis-Veuillot","Mercier - Hochelaga - Maisonneuve",301922.61,5047979.61
960,"Hochelaga","Ormeaux des","Mercier - Hochelaga - Maisonneuve",303254.61,5051289.1
961,"Hochelaga","Pierre-Bernard","Mercier - Hochelaga - Maisonneuve",303381.99,5051588.11
962,"Hochelaga","Polyvalente Edouard-Montpetit","Mercier - Hochelaga - Maisonneuve",302149.44,5048484
963,"Hochelaga","Taillon","Mercier - Hochelaga - Maisonneuve",303468.75,5051830.44
964,"Langelier","Pierre-de-Coubertin","Mercier - Hochelaga - Maisonneuve",302059.87,5048953.6
965,"Louis-Veuillot","Pierre-de-Coubertin","Mercier - Hochelaga - Maisonneuve",301670.3,5048100.6
966,"Bossuet","Notre-Dame","Mercier - Hochelaga - Maisonneuve",303049.7,5047566.22
967,"Boucherville","Notre-Dame","Mercier - Hochelaga - Maisonneuve",304129.55,5049412.86
968,"Cadillac","Notre-Dame","Mercier - Hochelaga - Maisonneuve",303076.71,5047640.12
969,"Duke","William","Sud-Ouest",300211.95,5039723.06
970,"Curatteau","Notre-Dame","Mercier - Hochelaga - Maisonneuve",304172.96,5049550.01
971,"Dickson","Notre-Dame","Mercier - Hochelaga - Maisonneuve",302962.22,5047229.34
972,"Futailles","Notre-Dame","Mercier - Hochelaga - Maisonneuve",303871.92,5048999.12
973,"Georges-Bizet","Notre-Dame","Mercier - Hochelaga - Maisonneuve",304037.52,5050111.61
974,"Haig","Notre-Dame","Mercier - Hochelaga - Maisonneuve",303628.92,5048604.46
975,"Hector","Notre-Dame","Mercier - Hochelaga - Maisonneuve",303950.21,5052223.11
976,"Honoré-Beaugrand","Notre-Dame","Mercier - Hochelaga - Maisonneuve",304120.92,5049833.11
977,"Lebrun","Notre-Dame","Mercier - Hochelaga - Maisonneuve",303873.4,5050748.35
978,"Saint-Patrick","Wellington","Sud-Ouest",300340.06,5038786.16
979,"Liébert","Notre-Dame","Mercier - Hochelaga - Maisonneuve",303993.56,5050245.29
980,"Meese","Notre-Dame","Mercier - Hochelaga - Maisonneuve",303877.11,5051934.1
981,"Notre-Dame","6380 Est (Norco)","Mercier - Hochelaga - Maisonneuve",303355.1,5048161
982,"Notre-Dame","6769 Est (Ordonnance)","Mercier - Hochelaga - Maisonneuve",303524.03,5048435
983,"Notre-Dame","Ormeaux des","Mercier - Hochelaga - Maisonneuve",303837.89,5051043.47
984,"Notre-Dame","Pierre-Bernard","Mercier - Hochelaga - Maisonneuve",303813.39,5051411.16
985,"Notre-Dame","Saint-Donat","Mercier - Hochelaga - Maisonneuve",303912.71,5050543.61
986,"Notre-Dame","Taillon","Mercier - Hochelaga - Maisonneuve",303833.12,5051692.07
987,"Honoré-Beaugrand","La Fontaine","Mercier - Hochelaga - Maisonneuve",303812.32,5049967.11
988,"Honoré-Beaugrand","Ontario","Mercier - Hochelaga - Maisonneuve",303509.92,5050101.61
989,"Honoré-Beaugrand","Tellier","Mercier - Hochelaga - Maisonneuve",303311.61,5050186.61
990,"Gilbert-Barbier","Maurice-Duplessis","Rivières-des-Prairies - Pointe-aux-Trembles",297086.69,5053950.27
991,"Henri-Bourassa Est","Renaude-Lapointe","Rivières-des-Prairies - Pointe-aux-Trembles",297072.44,5052660
992,"Hôtel-de-Ville","Viger","Ville-Marie",300321.22,5041067.95
993,"Langelier","Michel-Bouvier","Mercier - Hochelaga - Maisonneuve",299878.82,5049925.2
994,"2 e Avenue","Bellechasse","Rosemont - Petite-Patrie",298054.09,5045505.59
995,"Rosaire du","Saint-Hubert","Villeray - Saint-Michel - Parc-Extension",295255.84,5044987.5
996,"6 e Avenue","Beaubien","Rosemont - Petite-Patrie",297873.43,5045819.76
997,"6 e Avenue","Bélanger","Villeray - Saint-Michel - Parc-Extension",297274.98,5046079.58
998,"6 e Avenue","Bellechasse","Rosemont - Petite-Patrie",298168.28,5045692.09
999,"8 e Avenue","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",297048.08,5046322.53
1000,"Beaubien","Iberville","Rosemont - Petite-Patrie",297650.19,5045455.19
1001,"Beaubien","Lorimier","Rosemont - Petite-Patrie",297417.09,5045073.09
1002,"Beaubien","Papineau","Rosemont - Petite-Patrie",297251.29,5044809.49
1003,"Bélanger","Iberville","Villeray - Saint-Michel - Parc-Extension",297111.78,5045813.08
1004,"Bélanger","Lorimier","Villeray - Saint-Michel - Parc-Extension",296880.85,5045423.16
1005,"Bélanger","Papineau","Rosemont - Petite-Patrie",296714.49,5045164.58
1006,"Bellechasse","Iberville","Rosemont - Petite-Patrie",297914.69,5045278.44
1007,"Bellechasse","Lorimier","Rosemont - Petite-Patrie",297678.39,5044896.59
1008,"Bellechasse","Papineau","Rosemont - Petite-Patrie",297518.7,5044634.35
1009,"Carrières des","Iberville","Rosemont - Petite-Patrie",298176.49,5045108.59
1010,"Carrières des","Lorimier","Rosemont - Petite-Patrie",297917.59,5044733.59
1011,"Chabot","Rosemont","Rosemont - Petite-Patrie",297745.91,5044659.11
1012,"Crémazie","Iberville inter. Sud","Villeray - Saint-Michel - Parc-Extension",296032,5046482.5
1013,"Dandurand","Iberville","Rosemont - Petite-Patrie",298475.59,5044928.75
1014,"Everett","Iberville","Villeray - Saint-Michel - Parc-Extension",296651.83,5046087.11
1015,"Everett","Lorimier","Villeray - Saint-Michel - Parc-Extension",296331.81,5045770.02
1016,"Everett","Papineau","Villeray - Saint-Michel - Parc-Extension",296169.88,5045512.58
1017,"Holt","Iberville","Rosemont - Petite-Patrie",298301.89,5045032.94
1018,"Holt","Lorimier","Rosemont - Petite-Patrie",298046.76,5044647.07
1019,"Iberville","Jarry","Villeray - Saint-Michel - Parc-Extension",295917.26,5046580.8
1020,"Iberville","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",296834.42,5045972.38
1021,"Iberville","L.-O.-David","Villeray - Saint-Michel - Parc-Extension",296471.48,5046200.57
1022,"Iberville","Masson","Rosemont - Petite-Patrie",298693.15,5044795.97
1023,"Iberville","Rosemont","Rosemont - Petite-Patrie",298065.09,5045180.67
1024,"Iberville","Saint-Zotique","Rosemont - Petite-Patrie",297382.59,5045635.59
1025,"Iberville","Tillemont","Villeray - Saint-Michel - Parc-Extension",296113.53,5046429.79
1026,"Iberville","Villeray","Villeray - Saint-Michel - Parc-Extension",296292.94,5046315.49
1027,"Jarry","Lorimier","Villeray - Saint-Michel - Parc-Extension",295670.97,5046189.13
1028,"26 e Avenue","Henri-Bourassa Est","Rivières-des-Prairies - Pointe-aux-Trembles",298629.62,5054124
1029,"Jarry","Papineau","Villeray - Saint-Michel - Parc-Extension",295507.75,5045931
1030,"Jean-Talon","Lorimier","Villeray - Saint-Michel - Parc-Extension",296602.21,5045599.24
1031,"Jean-Talon","Papineau","Villeray - Saint-Michel - Parc-Extension",296441.08,5045342.46
1032,"Jean-Talon","Sagard","Villeray - Saint-Michel - Parc-Extension",296673.5,5045717.51
1033,"L.-O.-David","Papineau","Villeray - Saint-Michel - Parc-Extension",295950.27,5045651.88
1034,"Lorimier","Rosemont","Rosemont - Petite-Patrie",297830.21,5044795.43
1035,"Lorimier","Saint-Zotique","Rosemont - Petite-Patrie",297148.6,5045249.06
1036,"Lorimier","Tillemont","Villeray - Saint-Michel - Parc-Extension",295886.68,5046053.46
1037,"Lorimier","Villeray","Villeray - Saint-Michel - Parc-Extension",296058.72,5045943.55
1038,"Henri-Bourassa","800 Ouest, face au Loblaws","Ahuntsic - Cartierville",291051.25,5044695
1039,"Papineau","Saint-Zotique","Rosemont - Petite-Patrie",296985.79,5044989.08
1040,"Papineau","Tillemont","Villeray - Saint-Michel - Parc-Extension",295729.17,5045791.42
1041,"Papineau","Villeray","Villeray - Saint-Michel - Parc-Extension",295854.9,5045713.13
1042,"Beaubien","Chateaubriand","Rosemont - Petite-Patrie",296701.9,5043950.58
1043,"Beaubien","Christophe-Colomb","Rosemont - Petite-Patrie",296870.04,5044215.76
1044,"Beaubien","Lanaudière","Rosemont - Petite-Patrie",297076.4,5044538.58
1045,"Beaubien","Normanville","Rosemont - Petite-Patrie",296973.35,5044378.38
1046,"Beaubien","Saint-Denis","Rosemont - Petite-Patrie",296598.6,5043790.08
1047,"Beaubien","Saint-Hubert","Rosemont - Petite-Patrie",296750.1,5044028.58
1048,"Bélanger","Châteaubriand","Rosemont - Petite-Patrie",296159.18,5044300.17
1049,"Bélanger","Christophe-Colomb","Rosemont - Petite-Patrie",296331.3,5044560.08
1050,"Bélanger","Drolet/Mozart","Rosemont - Petite-Patrie",295989.2,5044067.3
1051,"Bélanger","Lanaudière","Rosemont - Petite-Patrie",296533.25,5044879.82
1052,"Bélanger","Saint-Denis","Rosemont - Petite-Patrie",296057.66,5044142.4
1053,"Bélanger","Saint-Hubert","Rosemont - Petite-Patrie",296210.3,5044376.58
1054,"Côte-des-Neiges","Pins","Ville-Marie",297927.54,5039611.86
1055,"Bellechasse","Christophe-Colomb","Rosemont - Petite-Patrie",297116.65,5044059.2
1056,"Bellechasse","Saint-Denis","Rosemont - Petite-Patrie",296842.36,5043633.7
1057,"Bellechasse","Saint-Hubert","Rosemont - Petite-Patrie",296994.6,5043870.58
1058,"Berri","Jarry","Villeray - Saint-Michel - Parc-Extension",294739.1,5044817.07
1059,"Marc-Aurèle-Fortin","Maurice-Duplessis","Rivières-des-Prairies - Pointe-aux-Trembles",297213.41,5054035.65
1060,"Castelnau","Lajeunesse","Villeray - Saint-Michel - Parc-Extension",295706.75,5044493.41
1061,"Castelnau","Saint-Denis","Villeray - Saint-Michel - Parc-Extension",295639.09,5044365.59
1062,"Castelnau","Saint-Hubert","Villeray - Saint-Michel - Parc-Extension",295806,5044638.07
1063,"Châteaubriand","Faillon","Villeray - Saint-Michel - Parc-Extension",295540.73,5044713.48
1064,"Châteaubriand","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",295933.99,5044449.53
1065,"Châteaubriand","Rosemont","Rosemont - Petite-Patrie",297208.79,5043620.02
1066,"Châteaubriand","Villeray","Villeray - Saint-Michel - Parc-Extension",295310.5,5044864.57
1067,"Châteaubriand","Saint-Zotique","Rosemont - Petite-Patrie",296429.5,5044124.58
1068,"Christophe-Colomb","Everett","Villeray - Saint-Michel - Parc-Extension",295785.9,5044906.07
1069,"Christophe-Colomb","Jarry","Villeray - Saint-Michel - Parc-Extension",295063.59,5045363.8
1070,"Christophe-Colomb","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",296052.8,5044736.08
1071,"Christophe-Colomb","Rosemont","Rosemont - Petite-Patrie",297381.34,5043891.37
1072,"Christophe-Colomb","Saint-Zotique","Rosemont - Petite-Patrie",296598.83,5044388.53
1073,"Christophe-Colomb","Villeray","Villeray - Saint-Michel - Parc-Extension",295465.2,5045108.07
1074,"Drolet","Jarry","Villeray - Saint-Michel - Parc-Extension",294678.63,5044669.75
1075,"Drolet","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",295810.62,5044193.76
1076,"Faillon","Lajeunesse","Villeray - Saint-Michel - Parc-Extension",295468.4,5044592.07
1077,"Faillon","Saint-Denis","Villeray - Saint-Michel - Parc-Extension",295409.05,5044461.35
1078,"Faillon","Saint-Hubert","Villeray - Saint-Michel - Parc-Extension",295584.66,5044783.36
1079,"Foucher","Jarry","Villeray - Saint-Michel - Parc-Extension",294830.67,5045002.19
1080,"Gaspé","Jarry","Villeray - Saint-Michel - Parc-Extension",294625.27,5044539.92
1081,"Gounod","Lajeunesse","Villeray - Saint-Michel - Parc-Extension",295005.35,5044781.86
1082,"Gounod","Saint-Denis","Villeray - Saint-Michel - Parc-Extension",294952,5044651.07
1083,"Gounod","Saint-Hubert","Villeray - Saint-Michel - Parc-Extension",295100.19,5045070.98
1084,"Guizot","Lajeunesse","Villeray - Saint-Michel - Parc-Extension",294518.7,5044978.06
1085,"Guizot","Saint-Denis","Villeray - Saint-Michel - Parc-Extension",294466.4,5044851.06
1086,"Jarry","Lajeunesse","Villeray - Saint-Michel - Parc-Extension",294765.6,5044879.07
1087,"Jarry","Normanville","Villeray - Saint-Michel - Parc-Extension",295212.99,5045493.63
1088,"Jarry","Rousselot","Villeray - Saint-Michel - Parc-Extension",295344.79,5045670.57
1089,"Jarry","Saint-Denis","Villeray - Saint-Michel - Parc-Extension",294711.2,5044749.57
1090,"Jarry","Saint-Hubert","Villeray - Saint-Michel - Parc-Extension",294934.05,5045174.87
1091,"Jean-Talon","Lanaudière","Villeray - Saint-Michel - Parc-Extension",296256.59,5045054.55
1092,"Jean-Talon","Saint-Denis","Villeray - Saint-Michel - Parc-Extension",295863.07,5044271.2
1093,"Jean-Talon","Saint-Hubert","Villeray - Saint-Michel - Parc-Extension",295962.62,5044536.47
1094,"Lajeunesse","Liège","Villeray - Saint-Michel - Parc-Extension",294277.91,5045075.95
1095,"Lajeunesse","Villeray","Villeray - Saint-Michel - Parc-Extension",295245.44,5044681.43
1096,"Lanaudière","Saint-Zotique","Rosemont - Petite-Patrie",296804.59,5044709.58
1097,"Leman","Saint-Hubert","Villeray - Saint-Michel - Parc-Extension",294599.1,5045327.56
1098,"Liège","Saint-Denis","Villeray - Saint-Michel - Parc-Extension",294226.7,5044950.06
1099,"Liège","Saint-Hubert","Villeray - Saint-Michel - Parc-Extension",294429.94,5045402.9
1100,"Mistral","Saint-Hubert","Villeray - Saint-Michel - Parc-Extension",294764.96,5045251.92
1101,"Rosemont","Saint-Denis","Rosemont - Petite-Patrie",297107.2,5043460.58
1102,"Rosemont","Saint-Hubert","Rosemont - Petite-Patrie",297258.99,5043698.87
1103,"Rosemont","Saint-Vallier","Rosemont - Petite-Patrie",297162.19,5043545.42
1104,"Saint-Denis","Saint-Zotique","Rosemont - Petite-Patrie",296327.8,5043968.58
1105,"Saint-Denis","Villeray","Villeray - Saint-Michel - Parc-Extension",295195.7,5044549.07
1106,"Saint-Hubert","Villeray","Villeray - Saint-Michel - Parc-Extension",295355,5044932.57
1107,"Pierre-Dupuy","Habitats 67","Ville-Marie",301317.1,5039803
1108,"Acadie","Beaumont","Villeray - Saint-Michel - Parc-Extension",295173.14,5042617.91
1109,"Acadie","Jarry","Villeray - Saint-Michel - Parc-Extension",294029.4,5043091.23
1110,"Acadie","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",294965.8,5042703.95
1111,"Acadie","Liège","Villeray - Saint-Michel - Parc-Extension",293551.94,5043298.27
1112,"Acadie","Saint-Roch","Villeray - Saint-Michel - Parc-Extension",294518.91,5042889.03
1113,"Ball","Querbes","Villeray - Saint-Michel - Parc-Extension",294475.41,5043471.19
1114,"Beaumont","Querbes","Villeray - Saint-Michel - Parc-Extension",295460.92,5043059.07
1115,"Bloomfield","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",295112.36,5043057.45
1116,"Champagneur","Jarry","Villeray - Saint-Michel - Parc-Extension",294153.06,5043384.47
1117,"Hutchison","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",295217.51,5043312.57
1118,"Jarry","Querbes","Villeray - Saint-Michel - Parc-Extension",294230.02,5043571.24
1119,"Bélanger","Fabre","Rosemont - Petite-Patrie",296628.89,5045033.68
1120,"Jean-Talon","Querbes","Villeray - Saint-Michel - Parc-Extension",295163.79,5043181.91
1121,"Jean-Talon","Wiseman","Villeray - Saint-Michel - Parc-Extension",295036.53,5042876.2
1122,"Ogilvy","Querbes","Villeray - Saint-Michel - Parc-Extension",295015.11,5043243.57
1123,"Querbes","Saint-Roch","Villeray - Saint-Michel - Parc-Extension",294719.61,5043368.07
1124,"Beaubien","Clark","Rosemont - Petite-Patrie",296214.18,5043356.24
1125,"Beaubien","Saint-Laurent inter. Sud","Rosemont - Petite-Patrie",296324.03,5043372
1126,"Beaubien","Saint-Laurent inter. Nord","Rosemont - Petite-Patrie",296253.94,5043417
1127,"Bellarmin","Saint-Laurent","Villeray - Saint-Michel - Parc-Extension",293902.52,5044608.39
1128,"Casgrain","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",295672.86,5043982.72
1129,"Castelnau","Saint-Laurent","Villeray - Saint-Michel - Parc-Extension",295424.43,5043945.63
1130,"Clark","Mozart","Rosemont - Petite-Patrie",295747.31,5043653.08
1131,"Clark","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",295516.79,5043801.7
1132,"Clark","Saint-Zotique","Rosemont - Petite-Patrie",295989.36,5043499.78
